"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00558","GB1012A","","Southwark A2 Old Kent Road","Traffic Urban","Greater London Urban Area","2011-01-01","2019-01-31","51.480499","-0.059550","177512.01","534844.25","10","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is a roadside cabin on the busy A2, Old Kent Road. It is located a short distance south-east from the previous Old Kent Road site which closed in 2006. It is hoped that this will provide some continuity in the measurements. To the south of the site is a large open car park. Most of the surrounding area is paved or tarmac surface and there are few trees or plants."
"UKA00627","GB1068A","","St Helens Linkway","Traffic Urban","Liverpool Urban Area","2016-09-27","2018-09-19","53.451826","-2.742134","395264.00","350812.97","32","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Roadside monitoring station beside Linkway (A58) dual carriageway though St Helens."
"UKA00445","GB0754A","GB0050R","St Osyth","Background Rural","Eastern","2002-05-11","2009-12-31","51.777980","1.049031","213210.31","610431.29","8","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air-conditioned housing located next to a water pumping station in marshland near Clacton-on-Sea. The manifold inlet is approximately 2 kilometres from the nearest residences in Point Clear. The only road within 2 kilometres is Beach Road, a rural access Road. The surrounding area is open rural and marshland."
"UKA00525","GB0924A","","Stanford-le-Hope Roadside","Traffic Urban","Eastern","2008-01-22","2019-02-26","51.518167","0.439548","182737.17","569358.49","18","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air-conditioned housing located on the south side of the A1014 - The Manorway, at the end of Abbots Hall Chase. The surrounding area is   residential with open pastures to the east an oil refinery 2 kilometres away on the Thames estuary."
"UKA00599","GB1041A","","Stockton-on-Tees A1305 Roadside","Traffic Urban","Teesside Urban Area","2015-05-01","2018-10-09","54.565819","-1.315900","519169.64","444331.00","15","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station lies within a self-contained air conditioned mobile unit along the roadside of A1305 road, in the southern edge of the town. The surrounding area comprises residences, business and services, in an urban environment. The roads A177, A139 and A1305 cross at approximately 640 m of the site."
"UKA00535","GB0956A","","Stockton-on-Tees Eaglescliffe","Traffic Urban","North East","2008-09-01","","54.516667","-1.358547","513674.44","441623.38","29","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air-conditioned housing located within the grounds of Eaglescliffe School. The inlet manifold is 4.5 metres from the kerb of the A67, opposite Marion Avenue. The surrounding area is urban residential."
"UKA00610","GB1052A","","Stoke-on-Trent A50 Roadside","Traffic Urban","The Potteries","2015-05-22","2018-10-23","52.980436","-2.111898","342571.56","392584.10","179","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Roadside monitoring station beside the dual carriageway A50 through Stoke. Located between the main road and a parallel side road, near pedestrian footbridge."
"UKA00337","GB0658A","","Stoke-on-Trent Centre","Background Urban","The Potteries","1997-03-11","2019-05-01","53.028210","-2.175133","347894.69","388351.33","172","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located in a self-contained, air-conditioned housing situated in the northern part of the central business district of Hanley. The station lies approximately 5 metres from the approach road to a busy multi-storey car park which is located some 50 metres from the station. The nearest busy road is the A50 Potteries Way, a ring-road which lies in a cutting about 130 metres to the north-east of the monitoring site. The surrounding area is open grass with few trees and comprises light commercial properties."
"UKA00548","GB1006A","","Storrington Roadside","Traffic Urban","South East","2009-08-01","2017-01-27","50.916932","-0.449548","114196.60","509085.61","41","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located on the junction of A283 Manley's Hill and Meadowside. The surrounding area is open suburban with residential and commercial buildings. There is a quarryied site 450 metres to the SE.."
"UKA00162","GB0015R","GB0015R","Strathvaich","Background Rural","Highland","1987-03-18","1997-03-14","57.734456","-4.776583","875022.85","234787.31","270","Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); National Ammonia Monitoring Network; UKEAP - Rural NO2 (NO2-Net); Weekly Rainfall (HIGH)","Ozone; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air conditioned housing located on remote moorland approximately 500 metres from the nearest inhabited dwellings. The nearest road is approximately 150 metres from the site and used for access only. The surrounding area is open and remote. The site is at the SE corner of a large body of open water - Loch Vaich."
"UKA00484","GB0863A","","Sunderland Silksworth","Background Urban","North East","2004-12-09","2019-09-26","54.883610","-1.406878","554478.51","438149.81","110","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air conditioned housing located next to an access road that leads to a sports centre and superstore delivery entrance. The inlet manifold is 50 metres from the nearest minor road, Silksworth Rd. The immediate surrounding area is open with residential areas occurring beyond 200 metres."
"UKA00601","GB1043A","","Sunderland Wessington Way","Traffic Urban","North East","2015-01-15","","54.918390","-1.408391","558348.00","438020.00","29","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station lies within a self-contained air conditioned mobile unit along the roadside of A1231 - Wessington way road, in the Northeast outskirts of Sunderland city. The surrounding area comprises the Tyne and Wear enterprise park, 150 m to the south, and a highly dense residential area that starts in the site's Northern border."
"UKA00497","GB0896A","","Swansea Roadside","Traffic Urban","Swansea Urban Area","2006-09-20","2011-11-16","51.632696","-3.947374","194450.54","265319.00","61","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located on a grassed road frontage of a busy dual-carriageway, the A483 Carmarthen Road. The surrounding area is predominantly residential with some commercial premises nearby."
"UKA00650","GB1092A","","Swindon Walcot","Background Urban","South West","2018-01-01","","51.558061","-1.765678","184379.00","416341.00","104","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The site is 40.5m from the nearest road, South view avenue."
"UKA00648","GB1090A","","Telford Hollinswood","Background Urban","West Midlands","2017-11-01","","52.673471","-2.436692","308508.00","370569.00","134","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The nearest road, Dale Acre Way is 48m from the site."
"UKA00272","GB0645A","","Thurrock","Background Urban","Eastern","1996-09-01","2018-10-30","51.477070","0.317969","177893.10","561068.85","8","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within an existing permanent building located adjacent to the Southend to Fenchurch Street railway line. The station is approximately 35 metres from the kerbside of the busy A126 London Road. The surrounding area is mainly residential with local light industry and commercial areas nearby. The site is approximately 400 metres north of the River Thames."
"UKA00257","GB0624A","","Tower Hamlets Roadside","Traffic Urban","Greater London Urban Area","1996-04-01","2012-12-31","51.522530","-0.042155","182218.10","535927.05","20","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is located within an existing building, part of Queen Mary and Westfield College on the A11 Mile End Road. The road is a dual carridgeway and frequently congested. The surrounding area mainly comprises of the campus of the University with commercial and residential premises nearby. The site is part of the London Air Quality Network and is owned and funded by the London Borough of Tower Hamlets."
"UKA00565","GB1020A","","Walsall Woodlands","Background Urban","West Midlands Urban Area","2012-06-19","","52.605621","-2.030523","300871.27","398029.99","149","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located within the grounds of Woodlands School. At the edge of a residential road, Hunt's Lane. The area is mostly residential with some light industry. There is a wooded area 120 metres to the west with the M6 beyond that, approximately 660 metres from the station."
"UKA00538","GB0958A","","Warrington","Industrial Urban","North West & Merseyside","2008-10-21","2018-11-21","53.389280","-2.615358","388225.53","359171.90","11","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air conditioned housing located at the rear of Sacred Heart Primary School, Warrington. The manifold is approximately 100 metres north of the nearest major road, A57 Sankey Way. The A57 is a busy dual-carriageway. The surrounding area is open, lightly wooded park land to the west of the site and urban residential to the east of the site."
"UKA00658","GB1099A","","West Bromwich Kenrick Park","Background Urban","West Midlands Urban Area","2019-04-01","","52.508337","-1.986008","290049.40","401046.70","156","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature",""
"UKA00433","GB0745A","GB0049R","Weybourne","Background Rural","Eastern","2001-05-30","2014-03-31","52.950490","1.122017","343796.13","609834.35","16","Automatic Urban and Rural Network (AURN); Tomps","Ozone; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is housed within an existing building (Weybourne Atmospheric Observatory) in a remote location on the North coast of Norfolk, approximately 150 metres from the shore. The nearest settlement is Weybourne at a distance of approximately 1 kilometre. The surrounding area is rural."
"UKA00362","GB0045R","GB0045R","Wicken Fen","Background Rural","Eastern","1997-10-15","","52.298500","0.290917","269179.35","556315.59","5","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air conditioned housing located within a field in a rural setting. The nearest road is a small rural track used access only. The closest dwellings are approximately 150 metres east of the monitoring station. The surrounding area is open with isolated trees in open fields."
"UKA00603","GB1045A","","Widnes Milton Road","Traffic Urban","North West & Merseyside","2015-03-09","","53.365391","-2.731680","385640.92","351408.56","13","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained air conditioned mobile unit along the road side of Milton road, approximately 500 meters North of Widnes town centre. The site's vicinity comprises some residential houses and shops. The B5149 Kingsway road lies 100m to the west."
"UKA00482","GB0864A","","Wigan Centre","Background Urban","North West & Merseyside","2004-10-08","2019-06-20","53.549140","-2.638139","406023.56","357816.06","45","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air conditioned housing located adjacent to the hockey turf at Deanery High School. The inlet manifold is approximately 180 metres from the nearest minor roads, Frog Lane to the south and Parson's walk to the east. The surrounding area is predominantly residential with industrial and commercial areas to the south."
"UKA00406","GB0730A","","Wirral Tranmere","Background Urban","Birkenhead Urban Area","2000-05-14","2019-08-19","53.372870","-3.022722","386710.96","332053.93","38","Automatic Urban and Rural Network (AURN)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is housed within a self-contained, air-conditioned unit located within the fenced Community Garden which forms part of Victoria Park in Tranmere. The manifold is approximately 50 metres from the nearest minor road, Bebington Road. The Park is approximately 11.6 hectares in size and is bound by residential areas. There is a Gas facility 1.2 kilometres to the west on the banks of the River Mersey. "
"UKA00628","GB1069A","","Worthing A27 Roadside","Traffic Urban","Brighton/Worthing/Littlehampton","2016-10-01","","50.832947","-0.379916","104962.96","514185.01","14","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","Roadside monitoring station beside A27, a busy route through Worthing. Next to pavement; housing nearby."
"UKA00440","GB0755A","","Wrexham","Traffic Urban","North Wales","2002-03-01","2018-09-30","53.042220","-3.002778","349909.25","332865.08","70","Automatic Urban and Rural Network (AURN)","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Sulphur dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is housed within a self-contained, air-conditioned unit located opposite Victoria County Primary School on the kerbside of Victoria Road (A5152) and 70 metres from Ruthin Road (A525). The surrounding area is comprises of residential and open common areas. "
"UKA00168","GB0013R","GB0013R","Yarner Wood","Background Rural","South West","1987-06-26","2014-01-14","50.597600","-3.716510","78948.50","278610.58","119","Acid Gas and Aerosol Network; Automatic Urban and Rural Network (AURN); Heavy Metals Network; National Ammonia Monitoring Network; UKEAP - Rural NO2 (NO2-Net); Weekly Rainfall (HIGH)","Ozone; Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained, air-conditioned housing located in a rural landscape. The nearest road is an access road approximately 60 metres distance. The surrounding area is partly wooded, partly open and comprises rural heath land."
"UKA00523","GB0918A","","York Bootham","Background Urban","Yorkshire & Humberside","2008-01-01","2009-02-10","53.967513","-1.086514","452767.99","460023.83","15","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); Non-volatile PM10 (Hourly measured); Volatile PM10 (Hourly measured); PM2.5 particulate matter (Hourly measured); Non-volatile PM2.5 (Hourly measured); Volatile PM2.5 (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature; PM10 Ambient Temperature; PM10 Ambient pressure measured; PM2.5 Ambient Temperature; PM2.5 Ambient Preasure","The monitoring station is within a self-contained, air-conditioned housing located within the SW carpark of Bootham Hospital at the edge of large playing fields. The manifold inlet is 50 metres from the nearest minor road, Grosvenor Terrace. The nearest major road is the A19, 320 metres to the SW. The surrounding area is urban residential."
"UKA00524","GB0919A","","York Fishergate","Traffic Urban","Yorkshire & Humberside","2008-01-01","2018-10-10","53.951889","-1.075861","451038.75","460745.34","16","Automatic Urban and Rural Network (AURN); Non-Automatic Hydrocarbon Network","Nitric oxide; Nitrogen dioxide; Nitrogen oxides as nitrogen dioxide; PM10 particulate matter (Hourly measured); PM2.5 particulate matter (Hourly measured); Modelled Wind Direction; Modelled Wind Speed; Modelled Temperature","The monitoring station is within a self-contained housing located on a traffic island opposite Fishergate Primary School. The site is situated between the north and south bound lanes of the A19 Fishergate. The surrounding area is predominantly residential with elements of commercial and light industrial properties."
